InstanceType,AcceleratorName,AcceleratorCount,DeviceMemory,vCPUs,MemoryGiB,GpuInfo,Price,SpotPrice,Region,Generation
Standard_D4_v4,,,,4.0,16,,0.224,0.0224,westus,"V1,V2"
Standard_D4_v4,,,,4.0,16,,0.192,0.0192,westus2,"V1,V2"
Standard_D4_v4,,,,4.0,16,,0.192,0.022214,westus3,"V1,V2"
Standard_D4_v5,,,,4.0,16,,0.217,0.0217,centralus,"V1,V2"
Standard_D4_v5,,,,4.0,16,,0.192,0.021677,eastus,"V1,V2"
Standard_D4_v5,,,,4.0,16,,0.192,0.02761,eastus2,"V1,V2"
Standard_D4_v5,,,,4.0,16,,0.192,0.0192,northcentralus,"V1,V2"
Standard_D4_v5,,,,4.0,16,,0.23,0.025047,southcentralus,"V1,V2"
Standard_D4_v5,,,,4.0,16,,0.23,0.023092,westcentralus,"V1,V2"
Standard_D4_v5,,,,4.0,16,,0.224,0.022557,westus,"V1,V2"
Standard_D4_v5,,,,4.0,16,,0.192,0.019274,westus2,"V1,V2"
Standard_D4_v5,,,,4.0,16,,0.192,0.023251,westus3,"V1,V2"
Standard_D5_v2,,,,16.0,56,,1.17,0.120627,centralus,V1
Standard_D5_v2,,,,16.0,56,,1.17,0.291096,eastus,V1
Standard_D5_v2,,,,16.0,56,,0.916,0.293395,eastus2,V1
Standard_D5_v2,,,,16.0,56,,1.17,0.118989,northcentralus,V1
Standard_D5_v2,,,,16.0,56,,1.017,0.104039,southcentralus,V1
Standard_D5_v2,,,,16.0,56,,1.017,0.103226,westcentralus,V1
Standard_D5_v2,,,,16.0,56,,1.117,0.114492,westus,V1
Standard_D5_v2,,,,16.0,56,,0.916,0.094623,westus2,V1
Standard_D5_v2,,,,16.0,56,,0.916,0.096679,westus3,V1
Standard_D5_v2_Promo,,,,16.0,56,,0.234,,centralus,V1
Standard_D5_v2_Promo,,,,16.0,56,,0.234,,eastus,V1
Standard_D5_v2_Promo,,,,16.0,56,,0.183,,eastus2,V1
Standard_D5_v2_Promo,,,,16.0,56,,0.234,,northcentralus,V1
Standard_D5_v2_Promo,,,,16.0,56,,0.203,,southcentralus,V1
Standard_D5_v2_Promo,,,,16.0,56,,0.203,,westcentralus,V1
Standard_D5_v2_Promo,,,,16.0,56,,0.223,,westus,V1
Standard_D5_v2_Promo,,,,16.0,56,,0.183,,westus2,V1
Standard_D5_v2_Promo,,,,16.0,56,,0.183,,westus3,V1
Standard_D64ads_v5,,,,64.0,256,,6.668,0.3724,centralus,"V1,V2"
Standard_D64ads_v5,,,,64.0,256,,3.724,0.3724,centralus,"V1,V2"
Standard_D64ads_v5,,,,64.0,256,,6.24,0.3296,eastus,"V1,V2"
Standard_D64ads_v5,,,,64.0,256,,3.296,0.3296,eastus,"V1,V2"
Standard_D64ads_v5,,,,64.0,256,,3.296,0.3296,eastus2,"V1,V2"
Standard_D64ads_v5,,,,64.0,256,,6.24,0.3296,eastus2,"V1,V2"
Standard_D64ads_v5,,,,64.0,256,,3.296,0.3296,northcentralus,"V1,V2"
Standard_D64ads_v5,,,,64.0,256,,6.24,0.3296,northcentralus,"V1,V2"
Standard_D64ads_v5,,,,64.0,256,,6.899,0.3955,southcentralus,"V1,V2"
Standard_D64ads_v5,,,,64.0,256,,3.955,0.3955,southcentralus,"V1,V2"
Standard_D64ads_v5,,,,64.0,256,,6.899,0.3955,westcentralus,"V1,V2"
Standard_D64ads_v5,,,,64.0,256,,3.955,0.3955,westcentralus,"V1,V2"
Standard_D64ads_v5,,,,64.0,256,,6.848,0.3904,westus,"V1,V2"
Standard_D64ads_v5,,,,64.0,256,,3.904,0.3904,westus,"V1,V2"
Standard_D64ads_v5,,,,64.0,256,,6.24,0.3296,westus2,"V1,V2"
Standard_D64ads_v5,,,,64.0,256,,3.296,0.3296,westus2,"V1,V2"
Standard_D64ads_v5,,,,64.0,256,,6.24,0.3296,westus3,"V1,V2"
Standard_D64ads_v5,,,,64.0,256,,3.296,0.3296,westus3,"V1,V2"
Standard_D64as_v4,,,,64.0,256,,3.471,0.3471,centralus,"V1,V2"
Standard_D64as_v4,,,,64.0,256,,3.072,0.3072,eastus,"V1,V2"
Standard_D64as_v4,,,,64.0,256,,3.072,0.3072,eastus2,"V1,V2"
Standard_D64as_v4,,,,64.0,256,,3.072,0.3072,northcentralus,"V1,V2"
Standard_D64as_v4,,,,64.0,256,,3.686,0.3686,southcentralus,"V1,V2"
Standard_D64as_v4,,,,64.0,256,,3.686,0.3686,westcentralus,"V1,V2"
Standard_D64as_v4,,,,64.0,256,,3.584,0.3584,westus,"V1,V2"
Standard_D64as_v4,,,,64.0,256,,3.072,0.3072,westus2,"V1,V2"
Standard_D64as_v4,,,,64.0,256,,3.072,0.3072,westus3,"V1,V2"
Standard_D64as_v5,,,,64.0,256,,6.054,0.311,centralus,"V1,V2"
Standard_D64as_v5,,,,64.0,256,,3.11,0.311,centralus,"V1,V2"
Standard_D64as_v5,,,,64.0,256,,5.696,0.2752,eastus,"V1,V2"
Standard_D64as_v5,,,,64.0,256,,2.752,0.2752,eastus,"V1,V2"
Standard_D64as_v5,,,,64.0,256,,2.752,0.2752,eastus2,"V1,V2"
Standard_D64as_v5,,,,64.0,256,,5.696,0.2752,eastus2,"V1,V2"
Standard_D64as_v5,,,,64.0,256,,5.696,0.2752,northcentralus,"V1,V2"
Standard_D64as_v5,,,,64.0,256,,2.752,0.2752,northcentralus,"V1,V2"
Standard_D64as_v5,,,,64.0,256,,3.302,0.3302,southcentralus,"V1,V2"
Standard_D64as_v5,,,,64.0,256,,6.246,0.3302,southcentralus,"V1,V2"
Standard_D64as_v5,,,,64.0,256,,6.246,0.3302,westcentralus,"V1,V2"
Standard_D64as_v5,,,,64.0,256,,3.302,0.3302,westcentralus,"V1,V2"
Standard_D64as_v5,,,,64.0,256,,3.232,0.3232,westus,"V1,V2"
Standard_D64as_v5,,,,64.0,256,,6.176,0.3232,westus,"V1,V2"
Standard_D64as_v5,,,,64.0,256,,2.752,0.2752,westus2,"V1,V2"
Standard_D64as_v5,,,,64.0,256,,5.696,0.2752,westus2,"V1,V2"
Standard_D64as_v5,,,,64.0,256,,5.696,0.2752,westus3,"V1,V2"
Standard_D64as_v5,,,,64.0,256,,2.752,0.2752,westus3,"V1,V2"
Standard_D64a_v4,,,,64.0,256,,3.471,0.3471,centralus,"V1,V2"
Standard_D64a_v4,,,,64.0,256,,3.072,0.3072,eastus,"V1,V2"
Standard_D64a_v4,,,,64.0,256,,3.072,0.3072,eastus2,"V1,V2"
Standard_D64a_v4,,,,64.0,256,,3.072,0.3072,northcentralus,"V1,V2"
Standard_D64a_v4,,,,64.0,256,,3.686,0.3686,southcentralus,"V1,V2"
Standard_D64a_v4,,,,64.0,256,,3.686,0.3686,westcentralus,"V1,V2"
Standard_D64a_v4,,,,64.0,256,,3.584,0.3584,westus,"V1,V2"
Standard_D64a_v4,,,,64.0,256,,3.072,0.3072,westus2,"V1,V2"
Standard_D64a_v4,,,,64.0,256,,3.072,0.3072,westus3,"V1,V2"
Standard_D64ds_v4,,,,64.0,256,,4.086,0.4086,centralus,"V1,V2"
Standard_D64ds_v4,,,,64.0,256,,3.616,0.3616,eastus,"V1,V2"
Standard_D64ds_v4,,,,64.0,256,,3.616,0.525766,eastus2,"V1,V2"
Standard_D64ds_v4,,,,64.0,256,,3.616,0.3616,northcentralus,"V1,V2"
Standard_D64ds_v4,,,,64.0,256,,4.701,0.4701,southcentralus,"V1,V2"
Standard_D64ds_v4,,,,64.0,256,,4.339,0.4339,westcentralus,"V1,V2"
Standard_D64ds_v4,,,,64.0,256,,4.256,0.4256,westus,"V1,V2"
Standard_D64ds_v4,,,,64.0,256,,3.616,0.3616,westus2,"V1,V2"
Standard_D64ds_v4,,,,64.0,256,,3.616,0.418371,westus3,"V1,V2"
Standard_D64ds_v5,,,,64.0,256,,4.086,0.4086,centralus,"V1,V2"
Standard_D64ds_v5,,,,64.0,256,,3.616,0.408246,eastus,"V1,V2"
Standard_D64ds_v5,,,,64.0,256,,3.616,0.519981,eastus2,"V1,V2"
Standard_D64ds_v5,,,,64.0,256,,3.616,0.3616,northcentralus,"V1,V2"
Standard_D64ds_v5,,,,64.0,256,,4.339,0.472517,southcentralus,"V1,V2"
Standard_D64ds_v5,,,,64.0,256,,4.339,0.435636,westcentralus,"V1,V2"
Standard_D64ds_v5,,,,64.0,256,,4.256,0.428579,westus,"V1,V2"
Standard_D64ds_v5,,,,64.0,256,,3.616,0.363,westus2,"V1,V2"
Standard_D64ds_v5,,,,64.0,256,,3.616,0.437898,westus3,"V1,V2"
Standard_D64d_v4,,,,64.0,256,,4.086,0.4086,centralus,"V1,V2"
Standard_D64d_v4,,,,64.0,256,,3.616,0.3616,eastus,"V1,V2"
Standard_D64d_v4,,,,64.0,256,,3.616,0.525766,eastus2,"V1,V2"
Standard_D64d_v4,,,,64.0,256,,3.616,0.3616,northcentralus,"V1,V2"
Standard_D64d_v4,,,,64.0,256,,4.701,0.4701,southcentralus,"V1,V2"
Standard_D64d_v4,,,,64.0,256,,4.339,0.4339,westcentralus,"V1,V2"
Standard_D64d_v4,,,,64.0,256,,4.256,0.4256,westus,"V1,V2"
Standard_D64d_v4,,,,64.0,256,,3.616,0.3616,westus2,"V1,V2"
Standard_D64d_v4,,,,64.0,256,,3.616,0.418371,westus3,"V1,V2"
Standard_D64d_v5,,,,64.0,256,,4.086,0.4086,centralus,"V1,V2"
Standard_D64d_v5,,,,64.0,256,,3.616,0.408246,eastus,"V1,V2"
Standard_D64d_v5,,,,64.0,256,,3.616,0.519981,eastus2,"V1,V2"
Standard_D64d_v5,,,,64.0,256,,3.616,0.3616,northcentralus,"V1,V2"
Standard_D64d_v5,,,,64.0,256,,4.339,0.472517,southcentralus,"V1,V2"
Standard_D64d_v5,,,,64.0,256,,4.339,0.435636,westcentralus,"V1,V2"
Standard_D64d_v5,,,,64.0,256,,4.256,0.428579,westus,"V1,V2"
Standard_D64d_v5,,,,64.0,256,,3.616,0.363,westus2,"V1,V2"
Standard_D64d_v5,,,,64.0,256,,3.616,0.437898,westus3,"V1,V2"
Standard_D64lds_v5,,,,64.0,128,,3.471,0.86775,centralus,"V1,V2"
Standard_D64lds_v5,,,,64.0,128,,3.072,0.768,eastus,"V1,V2"
Standard_D64lds_v5,,,,64.0,128,,3.072,0.768,eastus2,"V1,V2"
Standard_D64lds_v5,,,,64.0,128,,3.072,0.768,northcentralus,"V1,V2"
Standard_D64lds_v5,,,,64.0,128,,3.686,0.9215,southcentralus,"V1,V2"
Standard_D64lds_v5,,,,64.0,128,,3.686,0.9215,westcentralus,"V1,V2"
Standard_D64lds_v5,,,,64.0,128,,3.84,0.96,westus,"V1,V2"
Standard_D64lds_v5,,,,64.0,128,,3.072,0.768,westus2,"V1,V2"
Standard_D64lds_v5,,,,64.0,128,,3.072,0.768,westus3,"V1,V2"
Standard_D64ls_v5,,,,64.0,128,,3.074,0.7685,centralus,"V1,V2"
Standard_D64ls_v5,,,,64.0,128,,2.72,0.68,eastus,"V1,V2"
Standard_D64ls_v5,,,,64.0,128,,2.72,0.68,eastus2,"V1,V2"
Standard_D64ls_v5,,,,64.0,128,,2.72,0.68,northcentralus,"V1,V2"
Standard_D64ls_v5,,,,64.0,128,,3.264,0.816,southcentralus,"V1,V2"
Standard_D64ls_v5,,,,64.0,128,,3.264,0.816,westcentralus,"V1,V2"
Standard_D64ls_v5,,,,64.0,128,,3.392,0.848,westus,"V1,V2"
Standard_D64ls_v5,,,,64.0,128,,2.72,0.68,westus2,"V1,V2"
Standard_D64ls_v5,,,,64.0,128,,2.72,0.68,westus3,"V1,V2"
Standard_D64pds_v5,,,,64.0,208,,3.27,0.327,centralus,V2
Standard_D64pds_v5,,,,64.0,208,,2.893,0.2893,eastus,V2
Standard_D64pds_v5,,,,64.0,208,,2.893,0.2893,eastus2,V2
Standard_D64pds_v5,,,,64.0,208,,2.893,0.2893,northcentralus,V2
Standard_D64pds_v5,,,,64.0,208,,3.469,0.3469,southcentralus,V2
Standard_D64pds_v5,,,,64.0,208,,3.471,0.3471,westcentralus,V2
Standard_D64pds_v5,,,,64.0,208,,3.392,0.3392,westus,V2
Standard_D64pds_v5,,,,64.0,208,,2.893,0.2893,westus2,V2
Standard_D64pds_v5,,,,64.0,208,,2.893,0.2893,westus3,V2
Standard_D64plds_v5,,,,64.0,128,,2.777,0.2777,centralus,V2
Standard_D64plds_v5,,,,64.0,128,,2.458,0.2458,eastus,V2
Standard_D64plds_v5,,,,64.0,128,,2.458,0.2458,eastus2,V2
Standard_D64plds_v5,,,,64.0,128,,2.458,0.2458,northcentralus,V2
Standard_D64plds_v5,,,,64.0,128,,2.949,0.2949,southcentralus,V2
Standard_D64plds_v5,,,,64.0,128,,2.949,0.2949,westcentralus,V2
Standard_D64plds_v5,,,,64.0,128,,3.072,0.3072,westus,V2
Standard_D64plds_v5,,,,64.0,128,,2.458,0.2458,westus2,V2
Standard_D64plds_v5,,,,64.0,128,,2.458,0.2458,westus3,V2
Standard_D64pls_v5,,,,64.0,128,,2.459,0.2459,centralus,V2
Standard_D64pls_v5,,,,64.0,128,,2.176,0.2176,eastus,V2
Standard_D64pls_v5,,,,64.0,128,,2.176,0.2176,eastus2,V2
Standard_D64pls_v5,,,,64.0,128,,2.176,0.2176,northcentralus,V2
Standard_D64pls_v5,,,,64.0,128,,2.611,0.2611,southcentralus,V2
Standard_D64pls_v5,,,,64.0,128,,2.611,0.2611,westcentralus,V2
Standard_D64pls_v5,,,,64.0,128,,2.714,0.2714,westus,V2
Standard_D64pls_v5,,,,64.0,128,,2.176,0.2176,westus2,V2
Standard_D64pls_v5,,,,64.0,128,,2.176,0.2176,westus3,V2
Standard_D64ps_v5,,,,64.0,208,,2.784,0.2784,centralus,V2
Standard_D64ps_v5,,,,64.0,208,,2.464,0.2464,eastus,V2
Standard_D64ps_v5,,,,64.0,208,,2.464,0.2464,eastus2,V2
Standard_D64ps_v5,,,,64.0,208,,2.464,0.2464,northcentralus,V2
Standard_D64ps_v5,,,,64.0,208,,2.957,0.2957,southcentralus,V2
Standard_D64ps_v5,,,,64.0,208,,2.957,0.2957,westcentralus,V2
Standard_D64ps_v5,,,,64.0,208,,2.867,0.2867,westus,V2
Standard_D64ps_v5,,,,64.0,208,,2.464,0.2464,westus2,V2
Standard_D64ps_v5,,,,64.0,208,,2.464,0.2464,westus3,V2
Standard_D64s_v3,,,,64.0,256,,3.52,0.36784,centralus,"V1,V2"
Standard_D64s_v3,,,,64.0,256,,3.072,0.574464,eastus,"V1,V2"
Standard_D64s_v3,,,,64.0,256,,3.072,0.555418,eastus2,"V1,V2"
Standard_D64s_v3,,,,64.0,256,,3.2,0.32736,northcentralus,"V1,V2"
Standard_D64s_v3,,,,64.0,256,,3.52,0.36432,southcentralus,"V1,V2"
Standard_D64s_v3,,,,64.0,256,,3.52,0.352,westcentralus,"V1,V2"
Standard_D64s_v3,,,,64.0,256,,3.744,0.385258,westus,"V1,V2"
Standard_D64s_v3,,,,64.0,256,,3.072,0.319795,westus2,"V1,V2"
Standard_D64s_v3,,,,64.0,256,,3.072,0.351437,westus3,"V1,V2"
Standard_D64s_v4,,,,64.0,256,,3.471,0.3471,centralus,"V1,V2"
Standard_D64s_v4,,,,64.0,256,,3.072,0.3072,eastus,"V1,V2"
Standard_D64s_v4,,,,64.0,256,,3.072,0.446669,eastus2,"V1,V2"
Standard_D64s_v4,,,,64.0,256,,3.072,0.3072,northcentralus,"V1,V2"
Standard_D64s_v4,,,,64.0,256,,3.686,0.3686,southcentralus,"V1,V2"
Standard_D64s_v4,,,,64.0,256,,3.686,0.3686,westcentralus,"V1,V2"
Standard_D64s_v4,,,,64.0,256,,3.584,0.3584,westus,"V1,V2"
Standard_D64s_v4,,,,64.0,256,,3.072,0.3072,westus2,"V1,V2"
Standard_D64s_v4,,,,64.0,256,,3.072,0.35543,westus3,"V1,V2"
Standard_D64s_v5,,,,64.0,256,,3.471,0.3471,centralus,"V1,V2"
Standard_D64s_v5,,,,64.0,256,,3.072,0.346829,eastus,"V1,V2"
Standard_D64s_v5,,,,64.0,256,,3.072,0.441754,eastus2,"V1,V2"
Standard_D64s_v5,,,,64.0,256,,3.072,0.3072,northcentralus,"V1,V2"
Standard_D64s_v5,,,,64.0,256,,3.686,0.401405,southcentralus,"V1,V2"
Standard_D64s_v5,,,,64.0,256,,3.686,0.370074,westcentralus,"V1,V2"
Standard_D64s_v5,,,,64.0,256,,3.584,0.360909,westus,"V1,V2"
Standard_D64s_v5,,,,64.0,256,,3.072,0.308389,westus2,"V1,V2"
Standard_D64s_v5,,,,64.0,256,,3.072,0.372019,westus3,"V1,V2"
Standard_D64_v3,,,,64.0,256,,3.52,0.36784,centralus,V1
Standard_D64_v3,,,,64.0,256,,3.072,0.574464,eastus,V1
Standard_D64_v3,,,,64.0,256,,3.072,0.555418,eastus2,V1
Standard_D64_v3,,,,64.0,256,,3.2,0.32736,northcentralus,V1
Standard_D64_v3,,,,64.0,256,,3.52,0.36432,southcentralus,V1
Standard_D64_v3,,,,64.0,256,,3.52,0.352,westcentralus,V1
Standard_D64_v3,,,,64.0,256,,3.744,0.385258,westus,V1
Standard_D64_v3,,,,64.0,256,,3.072,0.319795,westus2,V1
Standard_D64_v3,,,,64.0,256,,3.072,0.351437,westus3,V1
Standard_D64_v4,,,,64.0,256,,3.471,0.3471,centralus,"V1,V2"
Standard_D64_v4,,,,64.0,256,,3.072,0.3072,eastus,"V1,V2"
Standard_D64_v4,,,,64.0,256,,3.072,0.446669,eastus2,"V1,V2"
Standard_D64_v4,,,,64.0,256,,3.072,0.3072,northcentralus,"V1,V2"
Standard_D64_v4,,,,64.0,256,,3.686,0.3686,southcentralus,"V1,V2"
Standard_D64_v4,,,,64.0,256,,3.686,0.3686,westcentralus,"V1,V2"
Standard_D64_v4,,,,64.0,256,,3.584,0.3584,westus,"V1,V2"
Standard_D64_v4,,,,64.0,256,,3.072,0.3072,westus2,"V1,V2"
Standard_D64_v4,,,,64.0,256,,3.072,0.35543,westus3,"V1,V2"
Standard_D64_v5,,,,64.0,256,,3.471,0.3471,centralus,"V1,V2"
Standard_D64_v5,,,,64.0,256,,3.072,0.346829,eastus,"V1,V2"
Standard_D64_v5,,,,64.0,256,,3.072,0.441754,eastus2,"V1,V2"
Standard_D64_v5,,,,64.0,256,,3.072,0.3072,northcentralus,"V1,V2"
Standard_D64_v5,,,,64.0,256,,3.686,0.401405,southcentralus,"V1,V2"
Standard_D64_v5,,,,64.0,256,,3.686,0.370074,westcentralus,"V1,V2"
Standard_D64_v5,,,,64.0,256,,3.584,0.360909,westus,"V1,V2"
Standard_D64_v5,,,,64.0,256,,3.072,0.308389,westus2,"V1,V2"
Standard_D64_v5,,,,64.0,256,,3.072,0.372019,westus3,"V1,V2"
Standard_D8ads_v5,,,,8.0,32,,0.834,0.0466,centralus,"V1,V2"
Standard_D8ads_v5,,,,8.0,32,,0.466,0.0466,centralus,"V1,V2"
Standard_D8ads_v5,,,,8.0,32,,0.412,0.0412,eastus,"V1,V2"
Standard_D8ads_v5,,,,8.0,32,,0.78,0.0412,eastus,"V1,V2"
Standard_D8ads_v5,,,,8.0,32,,0.412,0.0412,eastus2,"V1,V2"
Standard_D8ads_v5,,,,8.0,32,,0.78,0.0412,eastus2,"V1,V2"
Standard_D8ads_v5,,,,8.0,32,,0.412,0.0412,northcentralus,"V1,V2"
Standard_D8ads_v5,,,,8.0,32,,0.78,0.0412,northcentralus,"V1,V2"
Standard_D8ads_v5,,,,8.0,32,,0.494,0.0494,southcentralus,"V1,V2"
Standard_D8ads_v5,,,,8.0,32,,0.862,0.0494,southcentralus,"V1,V2"
Standard_D8ads_v5,,,,8.0,32,,0.494,0.0494,westcentralus,"V1,V2"
Standard_D8ads_v5,,,,8.0,32,,0.862,0.0494,westcentralus,"V1,V2"
Standard_D8ads_v5,,,,8.0,32,,0.856,0.0488,westus,"V1,V2"
Standard_D8ads_v5,,,,8.0,32,,0.488,0.0488,westus,"V1,V2"
Standard_D8ads_v5,,,,8.0,32,,0.78,0.0412,westus2,"V1,V2"
Standard_D8ads_v5,,,,8.0,32,,0.412,0.0412,westus2,"V1,V2"
Standard_D8ads_v5,,,,8.0,32,,0.412,0.0412,westus3,"V1,V2"
Standard_D8ads_v5,,,,8.0,32,,0.78,0.0412,westus3,"V1,V2"
Standard_D8as_v4,,,,8.0,32,,0.434,0.0434,centralus,"V1,V2"
Standard_D8as_v4,,,,8.0,32,,0.384,0.0384,eastus,"V1,V2"
Standard_D8as_v4,,,,8.0,32,,0.384,0.0384,eastus2,"V1,V2"
Standard_D8as_v4,,,,8.0,32,,0.384,0.0384,northcentralus,"V1,V2"
Standard_D8as_v4,,,,8.0,32,,0.461,0.0461,southcentralus,"V1,V2"
Standard_D8as_v4,,,,8.0,32,,0.461,0.0461,westcentralus,"V1,V2"
Standard_D8as_v4,,,,8.0,32,,0.448,0.0448,westus,"V1,V2"
Standard_D8as_v4,,,,8.0,32,,0.384,0.0384,westus2,"V1,V2"
Standard_D8as_v4,,,,8.0,32,,0.384,0.0384,westus3,"V1,V2"
Standard_D8as_v5,,,,8.0,32,,0.389,0.0389,centralus,"V1,V2"
Standard_D8as_v5,,,,8.0,32,,0.757,0.0389,centralus,"V1,V2"
Standard_D8as_v5,,,,8.0,32,,0.344,0.0344,eastus,"V1,V2"
Standard_D8as_v5,,,,8.0,32,,0.712,0.0344,eastus,"V1,V2"
Standard_D8as_v5,,,,8.0,32,,0.344,0.0344,eastus2,"V1,V2"
Standard_D8as_v5,,,,8.0,32,,0.712,0.0344,eastus2,"V1,V2"
Standard_D8as_v5,,,,8.0,32,,0.344,0.0344,northcentralus,"V1,V2"
Standard_D8as_v5,,,,8.0,32,,0.712,0.0344,northcentralus,"V1,V2"
Standard_D8as_v5,,,,8.0,32,,0.781,0.0413,southcentralus,"V1,V2"
Standard_D8as_v5,,,,8.0,32,,0.413,0.0413,southcentralus,"V1,V2"
Standard_D8as_v5,,,,8.0,32,,0.413,0.0413,westcentralus,"V1,V2"
Standard_D8as_v5,,,,8.0,32,,0.781,0.0413,westcentralus,"V1,V2"
Standard_D8as_v5,,,,8.0,32,,0.404,0.0404,westus,"V1,V2"
Standard_D8as_v5,,,,8.0,32,,0.772,0.0404,westus,"V1,V2"
Standard_D8as_v5,,,,8.0,32,,0.712,0.0344,westus2,"V1,V2"
Standard_D8as_v5,,,,8.0,32,,0.344,0.0344,westus2,"V1,V2"
Standard_D8as_v5,,,,8.0,32,,0.344,0.0344,westus3,"V1,V2"
Standard_D8as_v5,,,,8.0,32,,0.712,0.0344,westus3,"V1,V2"
Standard_D8a_v4,,,,8.0,32,,0.434,0.0434,centralus,"V1,V2"
Standard_D8a_v4,,,,8.0,32,,0.384,0.0384,eastus,"V1,V2"
Standard_D8a_v4,,,,8.0,32,,0.384,0.0384,eastus2,"V1,V2"
Standard_D8a_v4,,,,8.0,32,,0.384,0.0384,northcentralus,"V1,V2"
Standard_D8a_v4,,,,8.0,32,,0.461,0.0461,southcentralus,"V1,V2"
Standard_D8a_v4,,,,8.0,32,,0.461,0.0461,westcentralus,"V1,V2"
Standard_D8a_v4,,,,8.0,32,,0.448,0.0448,westus,"V1,V2"
Standard_D8a_v4,,,,8.0,32,,0.384,0.0384,westus2,"V1,V2"
Standard_D8a_v4,,,,8.0,32,,0.384,0.0384,westus3,"V1,V2"
Standard_D8ds_v4,,,,8.0,32,,0.511,0.0511,centralus,"V1,V2"
Standard_D8ds_v4,,,,8.0,32,,0.452,0.0452,eastus,"V1,V2"
Standard_D8ds_v4,,,,8.0,32,,0.452,0.065721,eastus2,"V1,V2"
Standard_D8ds_v4,,,,8.0,32,,0.452,0.0452,northcentralus,"V1,V2"
Standard_D8ds_v4,,,,8.0,32,,0.588,0.0588,southcentralus,"V1,V2"
Standard_D8ds_v4,,,,8.0,32,,0.542,0.0542,westcentralus,"V1,V2"
Standard_D8ds_v4,,,,8.0,32,,0.532,0.0532,westus,"V1,V2"
Standard_D8ds_v4,,,,8.0,32,,0.452,0.0452,westus2,"V1,V2"
Standard_D8ds_v4,,,,8.0,32,,0.452,0.052296,westus3,"V1,V2"
Standard_D8ds_v5,,,,8.0,32,,0.511,0.0511,centralus,"V1,V2"
Standard_D8ds_v5,,,,8.0,32,,0.452,0.051031,eastus,"V1,V2"
Standard_D8ds_v5,,,,8.0,32,,0.452,0.064998,eastus2,"V1,V2"
Standard_D8ds_v5,,,,8.0,32,,0.452,0.0452,northcentralus,"V1,V2"
Standard_D8ds_v5,,,,8.0,32,,0.542,0.059024,southcentralus,"V1,V2"
Standard_D8ds_v5,,,,8.0,32,,0.542,0.054417,westcentralus,"V1,V2"
Standard_D8ds_v5,,,,8.0,32,,0.532,0.053572,westus,"V1,V2"
Standard_D8ds_v5,,,,8.0,32,,0.452,0.045375,westus2,"V1,V2"
Standard_D8ds_v5,,,,8.0,32,,0.452,0.054737,westus3,"V1,V2"
Standard_D8d_v4,,,,8.0,32,,0.511,0.0511,centralus,"V1,V2"
Standard_D8d_v4,,,,8.0,32,,0.452,0.0452,eastus,"V1,V2"
Standard_D8d_v4,,,,8.0,32,,0.452,0.065721,eastus2,"V1,V2"
Standard_D8d_v4,,,,8.0,32,,0.452,0.0452,northcentralus,"V1,V2"
Standard_D8d_v4,,,,8.0,32,,0.588,0.0588,southcentralus,"V1,V2"
Standard_D8d_v4,,,,8.0,32,,0.542,0.0542,westcentralus,"V1,V2"
Standard_D8d_v4,,,,8.0,32,,0.532,0.0532,westus,"V1,V2"
Standard_D8d_v4,,,,8.0,32,,0.452,0.0452,westus2,"V1,V2"
Standard_D8d_v4,,,,8.0,32,,0.452,0.052296,westus3,"V1,V2"
Standard_D8d_v5,,,,8.0,32,,0.511,0.0511,centralus,"V1,V2"
Standard_D8d_v5,,,,8.0,32,,0.452,0.051031,eastus,"V1,V2"
Standard_D8d_v5,,,,8.0,32,,0.452,0.064998,eastus2,"V1,V2"
Standard_D8d_v5,,,,8.0,32,,0.452,0.0452,northcentralus,"V1,V2"
Standard_D8d_v5,,,,8.0,32,,0.542,0.059024,southcentralus,"V1,V2"
Standard_D8d_v5,,,,8.0,32,,0.542,0.054417,westcentralus,"V1,V2"
Standard_D8d_v5,,,,8.0,32,,0.532,0.053572,westus,"V1,V2"
Standard_D8d_v5,,,,8.0,32,,0.452,0.045375,westus2,"V1,V2"
Standard_D8d_v5,,,,8.0,32,,0.452,0.054737,westus3,"V1,V2"
Standard_D8lds_v5,,,,8.0,16,,0.434,0.1085,centralus,"V1,V2"
Standard_D8lds_v5,,,,8.0,16,,0.384,0.096,eastus,"V1,V2"
Standard_D8lds_v5,,,,8.0,16,,0.384,0.096,eastus2,"V1,V2"
Standard_D8lds_v5,,,,8.0,16,,0.384,0.096,northcentralus,"V1,V2"
Standard_D8lds_v5,,,,8.0,16,,0.461,0.11525,southcentralus,"V1,V2"
Standard_D8lds_v5,,,,8.0,16,,0.461,0.11525,westcentralus,"V1,V2"
Standard_D8lds_v5,,,,8.0,16,,0.48,0.12,westus,"V1,V2"
Standard_D8lds_v5,,,,8.0,16,,0.384,0.096,westus2,"V1,V2"
Standard_D8lds_v5,,,,8.0,16,,0.384,0.096,westus3,"V1,V2"
Standard_D8ls_v5,,,,8.0,16,,0.384,0.096,centralus,"V1,V2"
Standard_D8ls_v5,,,,8.0,16,,0.34,0.085,eastus,"V1,V2"
Standard_D8ls_v5,,,,8.0,16,,0.34,0.085,eastus2,"V1,V2"
Standard_D8ls_v5,,,,8.0,16,,0.34,0.085,northcentralus,"V1,V2"
Standard_D8ls_v5,,,,8.0,16,,0.408,0.102,southcentralus,"V1,V2"
